COMPLAINT	chat conversation start2.3m people like this including vikas pandit and 39 friendsbank/financial institution4:20pmmy name dinesh harjani. 9967588992. hdfc call centre stinks. from past 9 days i am requesting for refunding my money. my complaint id is mumc0616122324. any one hdfc can hear??? or do i have to register official complaint for cheating / misleading / mental harrassment ??7:06pmdear dineshwe note that you have already logged a complaint with our phone banking team vide docket number: mumc0616195297. our phonebanking officer will revert to you within 5 working days. in case your query requires further investigation and takes a longer time we will keep you informed on the time required for resolution. we request your patience in the interim. -bejoythis was lodged on 12thdo you mean that it takes 11/12 days to return my moneyridiculouskindly wait till monday for customers to see what is hdfc doing with preferred customers
COMPLAINT	re:'hbl=034-716-548' look into it asap and tell me why u stupids have deducted around 8000 rupees for no reason from my account . an example of worst customer service i have ever seen.. pm me for further details.
COMPLAINT	third class service
COMPLAINT	dont use the word pathetic instead use hdfc
COMPLAINT	froud company. ...cheater hdfc
COMPLAINT	worst customer service
COMPLAINT	nonsense. the hdfc branches operating in goergawon particularly sector 24 and elsewhere in india are too stupid to work against the interests of the bank by incurring the displeasure of muslims particularly from kashmir through their discriminatory attitude towards them. owing to this i have severed my relation with the bank.
COMPLAINT	page says that the replies will be given in an hour.... its been almost 4 hours but still am waiting. please look into my issue. thanks
COMPLAINT	very bad customer service
COMPLAINT	stop troubling customers with your product marketing and tele sales. i have been receiving calls twice daily from last 5 days on your loans and credit card stuff. providing phone number to banks doesn't allow them to harass customer with innumerable calls to buy their other products. if it doesnt stop i would be one among who would stop banking with hdfc
COMPLAINT	my name dinesh harjani. 9967588992. hdfc call centre stinks. from past 9 days i am requesting for refunding my money. my complaint id is mumc0616122324. any one hdfc can hear??? or do i have to register official complaint for cheating / misleading / mental harrassment ??
COMPLAINT	check and resolve. i have the audio recording which clearly proves the negligence. you people are harassing
COMPLAINT	hi i walked into hdfc kottivakkam branch(chennai) on tuesday(14-06-2016) to open a savings account for my wife and submitted all the required documents. it has been 4 days now my account has not been activated yet. the personal banker who assisted usÿin opening the new account has been saying that the account will be activated this evening for the past 4 days but nothing happened yet. i never had such pathetic experience even public sector banks open accounts quicker. i really dont understand whats the problem with you guys. now the personal banker(who helped us<<i dont want to disclose the name and if needed i shall>>) is not even picking my calls. there are banks who even come home to open the account but even when i walked into the bank things are not moving on. and the worst part is i dont understand what exactly is the problem. i use hdfc salary account for myself and never ever faced such banking experience. please have a look.. newly opened account details: cust id: 68226233 acc no: 501 001 525 12444
COMPLAINT	hdfc is one of the worst experience that i am facing.
COMPLAINT	i called an hdfc bank credit card person at my office for a new card. it took him a week for coming to my office. i wanted a hdfc infenia card. the sales guy told me that he does not have the form of infenia card. it has been about 15 days and he has not reverted back to me and when i did so today he says he has reverted to me whine is false. now he is saying to contact some other guy. just for getting and filling the form it has taken more than a month. this is the service that hdfc bank provides. i am very annoyed with the delay that is being taken and the round & round they are turning me by giving me contact number of different people.ÿ
COMPLAINT	i think hdfc is not interested in doing business and sell credit cards
COMPLAINT	i am facing a very serious issue against hdfc bank as hdfc bank has harassed me in every way.the bank deduct my amount 687/- twice on 6th of june 2016 as total amount debited was 1374/-i was supposed to use that money for some very important work but this fraud bank deduct my amount with out any reason.and when i tried to contact customer care for the same then the executive suddenly after listening to my complaint put my call on hold and since 15 mint my call was on hold itself and since then i am trying to call them but no one is answering the call.such a pathetic bank and service they think that the customer money is for free and they can do anything with our money.i will not leave them will take this issue to the higher authority.i am having all the proof of amount deduction bank statement screenshot and all.i will appeal to the high court or will file a pil against the bank .
COMPLAINT	amir_2hot@yahoo.ca urgently need my money otherwise will move to consimer court will all documents
COMPLAINT	i have submitted my documents thrice to hdfc bank. i have now filled your credit card form twice. i have been regularly answering all the calls from your representative. even the passport office doesn't ask for so much of verification as much as your bank has done. even after going through all this my application gets disapproved.i have a savings bank account with hdfc. the bank has all the details. i don't understand where is the issue. if this is the way you serve your customer then i am afraid i might even withdraw my saving account and shift to some other bank.its been a very bad experience with hdfc.
COMPLAINT	ÿhiÿhdfc bank why you deduct 859 rupees for platinum debit card. i have a same platinum card of indusind bankbut they didn`t deduct any price.please get back my 859 rupees otherwise i`ll cancel my this service. my account no.is 50100160764988
COMPLAINT	lets launch a campaign against hdfc banki have enough evidences
COMPLAINT	ÿhdfc bankÿi have sent email...let wait for reply..but this is bad to deduct amount without any previous information.
COMPLAINT	i have current account in the name of raadhya creations. i have not received my credit card ending 0369 yet. this is the 2nd time i am informing you in last 48 hours. pls respond before you deactivate my current card. m - 9530542300
COMPLAINT	what kind of credit card servicing team hdfc runs. i am amazed with cumbursome customer torturing processes. i discovered some time ago that on my expired card there inr 129.61 (hundred twenty nine rupees and sixty one paisa) pending. i paid out thatÿentire amount. surprisingly after a year i got another bill yesterday claiming an immediate payout of inr 3.57 (three rupees and fifty seven paisa). when i call customer care that what is it now for they are not able to responsed.
COMPLAINT	computation sheet must for self-employed for credit card application even after providing itr-5 itr-4s income expenditure sheet and balance sheet of last 2 years?
COMPLAINT	its too tough to know the hdfc norms and alli have got many call for credit card and personal loan but i nver got this after 5 times paper submission i got your unsecured loan application no.40467342 is declined as on 15-jun-16 as the application does not meet the internal credit norms of the bank
COMPLAINT	worst customer service i had ever seen in my life never ever take loan or any dealings. today i went to close my loan and the staff in branch cochin banarjee road are like enemies they are seeing the customers by the grace of god now i don't have any dealings with this killing bank service charge and closure charges
COMPLAINT	plzzz consider your customers like human beings ..only the mistake hdfc customers did is took finance
COMPLAINT	why this bank doesn't consider the time of customers almost 30 customers waiting and only one counter is open in cochin banarjee road branch.
COMPLAINT	unorganized and unable to handle overseas account professionally and above all with new age technology. they are still stuck with filling/posting form physically for every little thing where other banks have moved out of this old age methods.
COMPLAINT	every month i?m receiving a sms stating deduction of 683/- as a non-maintenance charge (salary account) when i logged into your account to check it shows rs -2500+/- (negative balance) that was really strange for me and i never seen this in any other bank. when i left the company i called your customer care and raised a request to close the account as per the rbi circular it should be ensured that the balance in the savings account does not turn into negative balance solely on account of levy of charges for non-maintenance of minimum balancehence i request you to freeze or close my account with immediate effect.
COMPLAINT	never go for this bank ever else be ready to be looted. despite having all the necessary documents for the home loan and all other conditions being met hdfc took 1.5 months to proceed the loan and kept us waiting. we asked them to stop the proceedings as they were taking too long we were being told that a huge service charge will be deducted now as a service fee. that means for hdfc's unnecessary delay and their negligent attitude towards work the customer will be held accountable and will be monetarily punished. #shameonyouhdfc
COMPLAINT	mera name dhiraj gupta 50 rs ke notes ki bhooth problem hai plz arrange karwaiye branch mai nahi milthye branch masoodpur mai pata kiya waha aa hi nahi rahye hai bhoot time se old ya new kaisa bhi nahi aa raha hai ji plz aap arrangement karwaiye old ya new kuch bhi or masoodpur branch mai bhijwaiye regards dhiraj gupta
COMPLAINT	and anthor complaint atm mai bhi only 1000 rs and 500 rs ka note nikaltha hai plz atm mai change kyu nahi nikhaltha hai plz action
COMPLAINT	please refer to this subject line (hbl=035-343-030' regarding deficiency in service and harassment) on june 7th 2016 i mailed my grievance at support@hdfcbank.com which has not yet been resolved by you. it is a disgrace to the claim of best customer service provider.
COMPLAINT	i am ur payzapp customer last thursday i paid on bigbasket but didn't receive cashback of 200rs . registered mobile number:- 8922827257
COMPLAINT	teami'm getting calls from hdfc collection team saying my ex-colleague has taken loan from bank and he has not paid itseems. me and mr.ravi kiran addanki has worked together some 8 years back and no connection with me from last 7 years after i have moved to another company. till yesterday who ever calling me from hdfc i was telling that i dont have his contact. but yesterday one guy called me from 04449263306 and asked his contact. again i told the same that i dont have his contact at all. then he said he has my home address so he will come to my home talk to me itseems. why is this..?? when i dont have his contact how u want me to give? what is the rubbish he is talking that he will come to my and talk..??? who is the right person to escalate..?
COMPLAINT	hi bank well i am writing to express my serious disappointment on the way things have been happening with my account- despite being a salary account holder with hdfc in an mnc. now i have reached a point where i am planning to cut down on all financial relationships with hdfc here goes the story- i had a credit card which got blocked by the bank which is understandable my fault now when i started making the payment- not be delinquent in any way i requested for a change of address and phone number which never happened. i moved to bangalore from hyderabad a few days ago i get a call from some number to make the payment and i am informed that they have taken an approval and i need to send cheques to a particular address now can i base my actions on a phone call? then after 2 days i see that 45000 from my account get swiped and i am running post to pole to get answers to it. finally when my relationship manager helped me the person from hyderabad team cuts a sorry figure and tells me that though this is not how it should have been done it has been done and nothing much can be done. guys is this the way you function without a perfect sync within teams lack of communication and above and beyond this testing the patience of a honest customer who could not make the payment some time earlier being unemployed. i am sorry but this is not how the other banks work i have been with some best ones and they would always get in touch with the customer before even debiting a penny out of it. i just hope my note reaches the right person and i am called for a connect on the issue. the money is gone so is my liability i am happy but i am equally sad for the processes that you folks follow!!! you may get in touch with me on 9742222272. i cannot share my customer id here.
COMPLAINT	dear team u would like to give feedback about your hdfc bank am have 1 hdfc bank account in faridabad january onward hdfc bank deduct 687 rs per months for maintenance charge and am mail hdfc customer support mail id but no any response after 2 days amÿgive reminder than am receive rply from me nilesh mr nilesh says this is non maintenance charge am give reply this maintenance charge why not deduct before january after am not received reply am requesting to hdfc team please refund my 5 months money 687*5 =3435 and also revert on my mob 9910253100
COMPLAINT	i am writing here regarding my hdfc credit card and before you start reading the mail go through this complaint # 16158870101 as it will give you idea about the situation. you guys process is so pathetic and i cannot even dare to refer you guys to my worst enemy. changing phone number is such a painful process i am trying to do that from the last 6 months and couldn?t succeed i have sent 3 letters through indian post and 2 couriers one from bluedart and another from firstflight finally you guys acknowledged that you received the letter couriered by me through firstflight and initiated the process for the phone number updation and today when i call your customer care the answer which i received is shocking ?the application is rejected because of mismatch of my signature?. updating phone number is such a pathetic process with you guys. unfortunately i don?t remember the credit card pin number?.i don?t have the old phone number with me and the credit card is not pin enabled ?what will be the security of my card when i am unable to update the number and get transaction alerts on my phone?i want you guys to solve this issue at earliest before i lose the remaining little trust what i have on your ban
COMPLAINT	i also found very worst management last one year i am waiting for my pin no also want to update phone number many time
COMPLAINT	i have been waiting from last 6 months and i sent letter and it was rejected because of mismatch in signature...........what a crazy reason...seems like you are just looking for reasons to reject and trouble customers. why someone else will send request for change in mobile number on behalf of me?if in case signature is not match you guys can call and confirm and do authentication or you can ask me visit the nearest branch and show the docs and get things done but for that i have to send letter after letter to chennai and you guys reject it....are you guys really living in digital era?
COMPLAINT	sent mail to customerservices.cards@hdfcbank.com and codecomplianceofficer.retailassets@hdfcbank.com and posted here and tried sending many letters to you guys.
COMPLAINT	let me write my long torrid story .since i being preferred customer of hdfc bank i went one of their branches and bought a prepaid forex card for my us trip somewhere on 14th or 15th with some dollars as deposit.i was told that anybody can top up using their net banking id.the following morning i tried topping up with 500 for dollars it asked for me the dates which i promptly input following days datewhich was my journey. the net banking software refused saying that you need atleast 3 days to topup again i went the malaleswaram branch bangalore and complained they took a application and did the job saying everything be fine once you reach us. after of reaching us i tried to top up again with different dates the software said that the facility has been blocked and i need to go to third party transfer and change my question and answer however nothing worked and my credit card and debit seems to work often some establishment accepted and some machines rejected it. i had to borrow money from friends and cousin despiting having enough balance in my sb account.the story never ends here - i tried calling hdfc bangalore branch (kastraba road branch) number given in their web site. i used to get up till late night and call the phone machines ask 100's of question before putting me the forex department after 6 minutes of waiting in the q the call disconnected second time call with different number told them it was a distress call from new york and need help in fixing my top up problem they bluenty said it was different department and cut the call.i was luck 3rd time went to forex department and the lady in broken english told that the call had come to main forex and i should call bangalore forex. before that i had sent a couple of emails with screen shot as proof to credit card customer support they told me that since it belongs to forex they transfer it forex department.eventually nothing worked i was forced to use my credit card wherever accepted or borrow dollars.i lost my face in front of relatives and friends for making use of your forex card.the head of hdfc card divsion ( cc and forex card) should deserve a slap on his face as head with due respects individually.it really shocking experience such kind of lousy customer service.my miseries didn't end there as a prompt payer credit card dues i tried to clear my dues on the net banking id the software picks the ip and realizes that i was outside and ask for otp for each and every action on the net banking. its a good thing that they have a security in place i sent mail to my customer care requesting them send otp passwords to my registered email they promptly rejected . you expect people carry the same phone number abroad also? again i had requested friend to make payment on my behalf despite having balance in the account. very embarrassing.situation!!my cell number is 9480247492 from this hdfc can find out other detais like customer id and forex number lets see how this works.regardsharsha
COMPLAINT	i have been trying to redeem my reward points for years now. everytime i speak to a phone banker they just direct me to some page which doesn't even show up. every month i try and after a few call give up. it's been 8 years i have had this card and most of those points i suppose have expired. great con job i would say. time to give it up i would think
COMPLAINT	its been 14 days i raised issue through mail. no proper response yet...
COMPLAINT	i did wait for 14 days..
COMPLAINT	update from hdfc bank : they say that the signed mid form while signing for hdfc credit card contains this offer details... it's a lie as i have copy of the mid form and it has nothing like that. hdfc bank is just a cheat bank.now this is how hdfc cheated with me. hdfc how big a cheats are you..1) how you twisted the truth:message send by hdfc : earn up to 12000 bonus reward points (worth rs 9000) by using your hdfc bank regalia credit card for min. 5 txns every month of atleast rs. 1000/-.t&c applyhow hdfc told me what it meant so they don't have to shell shell out points : earn up to 12000 bonus reward points (worth rs 9000) per year by using your hdfc bank regalia credit card for min. 5 txns every month of atleast rs. 1000/-.t&c applyper year was not added anywhere in documentation message sms email. hdfc told me that per year is as per policy. i think the policy were designed after my complain.where are the t&cs. i didn't find it online or in email.1) how you designed the policy so you guys don't have to shell out pointstill the time i called hdfc bank customer care start of march i am sure hdfc was not aware about the promotion at all. since hdfc send promotion on message but didn't have any entry about it. since in calls the representative told me they are not aware about the promotion.so hdfc took 2 months to come up with dummy terms and condition to avoid giving me the point's i deserve.this is why i think so. hdfc took 2 months to tell me this. if the policy was designed then hdfc should have said that to me same day i called in first week of march. why did hdfc took 2 months and give me 14 reference numbers as listed belowthe query reference number given to me till now over period of 2 months:16078729593160823011151608355088616085728439160889541971608915364116090358174160927290591609392979816092776527.16103543133.16092776527fb080416084034-078-1353) show me the t&c dated on 31st dec when sms was send out to me.i bet hdfc don't have the policy anywhere derived. hdfc had created new policy to cheat with their customers. i was never send email with t&c and it's not listed on your website as well.4) what the hell is your duly signed most important document (mid)this is reply to hdfc email to me recently on 27th apriil we wish to inform you that an offer of earning 12000 bonus reward points (worth rs.9000.00) is applicable in a year if your card is used for a minimum of 5 transactions every month of atleast rs.1000.00. the same is mentioned in your duly signed most important document (mid). i just send hdfc the message (sms) as i got it and nowhere is says that 12000 points is over period of a year. if hdfc have guts and really want to prove you are right then give me a call and prove it. any sane person will say that the policy says that you get 12000 points per month. don't twist the truth.here is the message earn up to 12000 bonus reward points (worth rs 9000) by using your hdfc bank regalia credit card for min. 5 txns every month of atleast rs. 1000/-.t&c applytell me where it says over period of year. also show me t&c dated in december. please don't create new t&c and show me. you cheated with me.
COMPLAINT	hi. i don;t want you to loot me more by charging me program management fee as a prefered customer. please remove me from pref customer list asap or put me in list where i don;t get charged. also refund all such fee charged asap else i am closing allmy hdfc relationships. my cust id is 341731
COMPLAINT	okay so now you disapproved my credit card and did not even let me know the reason. i want the reason of disapproval of the credit card..... you make all fake promises and then do not update customers of their application status. i should better change my salary account to icici bank.
COMPLAINT	dear sir / madam i have superia credit card of hdfc bank from last 4 to 5 years. my card was very damage so i just request for replacement of my credit card also i clearly mention that do not upgrade only replacement with same credit card number but hdfc upgrade my credit card to all miles and send it to me without my permissions. when i ask to customer care they are not clearly response and saying that we will revert you in seven days but never revert. then i sent email to customer care. but no reply then after constantly complaints they are saying it will not return back to superia. so i ask for some other card or limit enhancement but after sending documents 2 times no response. when i call back they are saying they did not get documents. they are always laying with customer they are not believe on us. they are not interested to upgrade to my choice or limit enhancement just saying whatever they doing is correct. now at present they close my credit card without my permission. now i have to pay all emis in one installments. when i talk about that i got reply that i must have to pay otherwise charges will be increase. can you please resolve this issues and do whatever needful. there is also lots of issues they are creating now for me on banking transactions. i can not pay all emis on one transaction. please help me. nilay panchal mob : +91 9824422603 email : nilay.panchal@gmail.com location : ahmedabad gujarat.
COMPLAINT	my cradit card number is 5459 64xx xxxx 8590. my payment due date was 12th of every month .but now without informing me you have changed it 11th. could you tell me the reason please? secondly my salary credited in my account between 10th -12th every month . suppose my salary comes on 12th than i would not be able to make the payment on 11th than who will be responsible for late payment charges .i have not asked you to changed my payment due date than why have you done this. also i have a jambo loan loan no: 5176 35xx xxxx 4575. you have done the same for this only . look i have no time to write a mail or comment on social media every time or day .request you to kindly make may payment due date a before (12 or 13 every month). otherwise i will not pay any late payment charges .kindly do not make your customer mentally disturb. vijay kumar 8826485654
COMPLAINT	i have transfered amount using neft... and it is still not been transfered to account i wanted ... i have no response of the mail i sent......
COMPLAINT	miss behaviour disrespectful from branch manger poor service no response poor services provided by hdfc sector 20 chandigarh .i will never go to this branch eva..!!!!they came to us and beg for opening account to achieve there targets and talk rude plus miss behave on the time of service.i will go to consumer court and close my all accounts right now
COMPLAINT	really sad state of affairs ! i tried to use my hdfc bank debit card at an axis bank atm ! tried to withdraw 1000 and the machine read your last transaction got cancelled . after 10 mins i get a message of rs 10'000/ withdrawn from my account ..this happened on 5th may in gurgaon ...and post that i am doing the rounds of the bank in gurgaon and calling the call centre i dont know how many times and filling forms etc etc ....10 days back i am told that axis bank says withdrawl is done ...and i am asked to connect with the call centre and the call centre tell me to go to the bank ........really really annoyed on how you guys value a common mans time and his hard earned money !
COMPLAINT	i have a salary account in hdfc bank.if i don't receive my salary in hdfc then what is the minimum amount to maintain in my account?i have heard a news on aaj tak that according to rbi bank can not deduct any minimum balance charge from its customers. if bank does so customer can complain to banking lokpal .is it true?
COMPLAINT	i have an account in hdfc. mumbai. i have not been getting otps since the last 1 month. just cannot do imps transfers. can someone please look into it. fed up an tired of dealing with this
COMPLAINT	why your bank representative making fool of your customers and y they r doing miss commitments with your customers... i m really fedup with your services.
COMPLAINT	i have purchase product from amazon and choosen option of emi. still not done its a fraudulent charge on credit card ...i want my money back on my account call me on 8588818799
COMPLAINT	http://www.complaintboard.in/complai.../hdfc-bank-l4553.html
COMPLAINT	please contact at 01725005338. sector 20 chandigarh
COMPLAINT	why cant hdfc build a website that works - the login button dosent even show up due to the heavy graphics used all over the site - its such a basic thing and you cant get it right
COMPLAINT	your bank is worst customer service provider . i am sorry but have to use this platform to get the attention of your bank . being an nri i will never recommend your bank to anyone and rather ask my friends n relatives to go to other banks who care for their customers and want to grow their business.
COMPLAINT	worst coustmer service i have ever seen treid calling on coustmer care from 5 pm on wards today and still not able to get in touch.........pls chose other banks for better totally worst today itself i will close my account.
COMPLAINT	i have a hdfc bank jet priviledge platinum credit card (mastercard). it is clearly mentioned on hdfc bank website that this card provides lounge access at select airport lounges in india. however at hyderabad airport lounge i was told that my card does not have lounge access. since then i have been calling hdfc bank customer care and they are just fooling me by asking me to call jet airways master card get priority pass and what not. when its written on the hdfc bank website that the card has lounge access then i dont understand why i am being denied entry over there. can anyone please help me with this ?
COMPLAINT	never choose hdfc it's totally customer sucker worst services provider staff and manger also very rude with customer so beware from hdfc bank for more detail about hdfc worst services miss call at 966080015
COMPLAINT	i m suffering from last 1 month still no any solution my customers i'd 53862315 manager and staff very rude with customer totally customer sucker bank want to know more call me 9660800151
COMPLAINT	i am using credit card for last 10 months every thing was going fine but today morning i got a text saying your credit limit has been reduced to 26000. i don't the reason behind it how could u make the changes without asking me. i want to keep everything same else want to surrender card and refund my money back which u charged for a year.i called ur cx care they told me i have write a letter to chennai head office is this the way send me ur executive at my address i will surrender card backi am paying money on time every month then why???
COMPLAINT	evene i sent an email as well no reply..
COMPLAINT	i have taken policies of hdfc now hdfc has forfited my premium due to non payment of premium for next yea
COMPLAINT	dear hdfc i have been a loyal customer to hdfc. i am an nri customer. i would like to mention that it is so difficult to update my information in my account. for example if i lose my netbanking password then there is no email facility on the website that i can retrieve my password. the customer representative is not able to assist me properly. according to them i should write all my information on an a4 size paper 1. name 2.old phone number 3. new phone number 4. sign it and send it to nri services. then only the bank will update my information and able to retrieve my password. i would like to ask why people like us have to suffer to prove our identification in such a manner. there is no backup available properly to retrieve the password. even if over the phone i provided and answered all the necessary questions. however the process needs a week to get access my account. there is no backup available if i forget my phone number or change my phone number. kindly address this problem.
COMPLAINT	dear hdfc bank i am banking with hdfc since 2007 and i never had any problem with also i have been a prefered customer to the bank. this is the first time i really disappointed with what i experienced with the customer service people........ one day in feb16 or mar16 a statement delivered at my home address and i was shocked to see that there were approx rs 3500 charges levied on my card account. i immediately contacted customer service to know about the whole picture and then they informed me that there is a transaction done by my add-on credit card in 2015 of approx.. rs 1500 at petrol pump. i have not intimated by bank through any source (sms statement etc.) for making the payment. also they suggested me to pay 1500 rs only and rest of the amount will be reversed after ccr (customer care representative) committed to reverse the charges i have made the payment of rs. 1500 but after paying that amount no charges are reversed. today (after 4 months from feb 16) i got a call from hdfc bank's collection executive veena (from number - 011-47475820) told me that card is blocked and in writeoff stage and i have to make the payment of approx. rs 6650 or else my track will be corrupted in cibil. please help me.
COMPLAINT	you guys ate away my reward points. this id cheating.
COMPLAINT	sajal saha - i would like to share my valuable experience with icici bank.i was robbed of rs.10k from atm on 28/03/2016 and immediately lodge a police complaint and asked bank to provide atm clipping. till today they are not able to provide the same saying that said amount was withdrawn from hdfc atm and that they are not getting support from hdfc bank to provide the clipping
COMPLAINT	i have queries regarding credit card bill statement. didn't get proper assistance from customer service. i am planning to block my credit card and account too ... it's utterly disappointing.
COMPLAINT	i updated my imobile app in lumia 720 no it is saying that your app is supported to the os version. i am using windows os 8.1 and on my phone windows 10 is not applicable
COMPLAINT	hello icici bank yesterday i have went to an atm opposite dmart near honda show room hinjawadi pune and want to withdraw some cash but it failed for 2 times as well as no cash come in my hand also it has debited to my account plz tell me when i will get my those money thanks
COMPLAINT	i talked to icici bank customer care(uttrakhand) on 8081667777 i have been charged for the call.i thinks it's a toll free number.please provide me the toll free no. and also e mail id of customer care
COMPLAINT	i have lost my debit card and because i have lost my debit card i cannot do online payments as well. extremely useless security feature. i am a alone girl stranded without money - cant transfer money or pay anyone online till new debit card comes. what is the point of internet banking if i have to use debit card. basically i will have to eg for money from others because i cannot access internet banking without debit card. wow..!
COMPLAINT	i am first time user of icici credit cardmy total bill was 13955.59 but i submitted 12000 rs nobody told me that we will charge on full amount this is not business ethicswhen i called to customer care they didn't positive response as the other bank credit card they charge only remaining amountso please refund my amoun
COMPLAINT	security compromised...!!!someone called me yesterday saying that he accidentally transferred money from his account to my account. can you transfer it back. i told him to which account did you transferred the money. and how did you manage to get my cell phone number. he said he got my number from icici bank. he said he will check and get back. i checked and found the rs 2400 has been made to my account from unknown account. i wanted to transfer it back to him.the bigger question is how can anyone walk in to icici and get my contact details and make me calls on my registered mobile number.
COMPLAINT	this is the worst bank for employees. it is better to switch to hdfc bank account. without our notice debit /credit cards will be processed. i don't how will these scenarios happen.
COMPLAINT	no help this bank
COMPLAINT	icici bank sucks big time.....made a request for atm reissue about 10 days ago have not got it yet and the cherry on the cake is that the sr number (sr418862675) shown as per the request made does not get identified by their toll free number.....the customer care number for delhi is not working and when i went to their branch 50 office their people did not tell me an option of instant debit card....so if you have an account at this bank it means you deposit the money and forget about it.....since no way to contact these stupid bank folks...you got to leave your work and visit them like idiots where they have half or untrained stupid staff which does not have information to the customer query.....
COMPLAINT	this is with poor service support and misbehave of customer support executive this is not the first time from icici bank earlier one of the well educated employee from sector 18 noida branch has misbehaved and now customer support.... bank has charged 700/- as interest against pending payment of 300/- on my credit card. my statement was of rs. 16734/- by mistake i made payment of 16374/- and on my next statement bank charged interest on complete out standing 16734/-. when i called customer care for the waiver request they started giving excuses and argue....... looking out such a poor service i have decided to close the relationship with icici bank for 2 credit card and 3 saving accounts of my family members as well.... poor service making fool of customer doing this 1 time can be mistake but regular things are intention or no service measures.
COMPLAINT	dear #icicibanka/c no.: 041801512583i am trying to register for online banking when i click on user id and enter my account number it gives me a error as user record does not exist when contacted your customer care phone is always busy and when connected the call gets dropped what pathetic services you guys have. totally upset with you all i have account with axis bank kotak and bank of maharashtra your services are pathetic as compared to bank of maharashtra guys. i hope this email/message is taken as a serious feedback and i am visiting your branch on monday with my chequebook debit card to close this stupid silver account. thank you for the wonderful experience icici bank.
COMPLAINT	eft cheque application is not useful for customers. how does it benefit when i have still walk into branch to submit the cheque. it does benefit bank as you do not have to enter data manually. what a waste of your it resources....
COMPLAINT	what happen to you guys??? you are deducting balance from my account..even i use icici atm machine... seriously pissed off with your cheap service... can't expect from you.... don't be a realince company.... without any reason... you guys are taking service charge.. what you want me to do.. shall i close my account from icici??? i want solution as well as the reason...
COMPLAINT	good evening sir.i installed imobile app .but after enter the 4 digit code showing authentication is error sir . so what should i do sir ??
COMPLAINT	i have been a customer of icici bank for last 16 yrs. now in the past one year i have realized it is the most pathetic bank around definitely even worse than the public sector banks. due to its policy and laziness and complacency of its employees. the delhi vasant vihar branch leads in its defiant and disrespectful attitude towards its customers. deputy branch manager nitin mehrotra aman shukla and a host of others. its time the bank pulled up its employees or it will lose its customers. a simple export documents submission has not been processed since its submission on february 102016. if the bank cannot even do this small job because of which unethical charges are being deducted from our bank account every quarter then the bank should sack its staff and shut down its branch. the horrible vasant kunj branch delhi is not any good either. i have completely lost my trust in this bank! you may contact me at +919810086667.
COMPLAINT	dear mr. atmagreetings from icici bank!we inform you that the request initiated for the cancellation of credit card account with service request number sr419274852 has not been processed as there is outstanding of rs. 28.00 in your credit card account.
